type,line of code,component/function/instruction,label,crowdsourced rater's name,crowdsourced rater's comment,author rater's name,author rater's comment
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/ifeval/instructions.py#L1130,EvolvingLMMs-Lab__lmms-eval/get_instruction_args_keys,unimplemented function,James Jewitt,,Zhimin Zhao,Yes
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/ifeval/instructions.py#L221,EvolvingLMMs-Lab__lmms-eval/get_instruction_args_keys,unimplemented function,James Jewitt,,Zhimin Zhao,Yes
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/ifeval/utils.py#L136,EvolvingLMMs-Lab__lmms-eval/agg_inst_level_acc,calculate average accuracy,James Jewitt,,Zhimin Zhao,Yes
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/internal_eval/d170_cn_utils.py#L118,EvolvingLMMs-Lab__lmms-eval/d170_cn_aggregate_info,save results,James Jewitt,,Zhimin Zhao,Yes
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/internal_eval/d170_cn_utils.py#L125,EvolvingLMMs-Lab__lmms-eval/d170_cn_aggregate_avg_score,calculate average score,James Jewitt,,Zhimin Zhao,Yes
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/livexiv_tqa/utils.py#L72,EvolvingLMMs-Lab__lmms-eval/livexiv_doc_to_mc_target,extract answer,James Jewitt,,Zhimin Zhao,Yes
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/megabench/utils.py#L47,EvolvingLMMs-Lab__lmms-eval/megabench_doc_to_text,generate prompt,James Jewitt,,Zhimin Zhao,Yes
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/mix_evals/video2text/utils.py#L167,EvolvingLMMs-Lab__lmms-eval/mix_evals_video2text_doc_to_visual,generate video visualization,James Jewitt,,Zhimin Zhao,Yes
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/mlvu/utils.py#L44,EvolvingLMMs-Lab__lmms-eval/mlvu_doc_to_visual_dev,generate video path,James Jewitt,,Zhimin Zhao,Yes
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/mmbench/ko_utils.py#L39,EvolvingLMMs-Lab__lmms-eval/mmbench_doc_to_visual,convert image to rgb,James Jewitt,,Zhimin Zhao,Yes
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/muchomusic/utils.py#L22,EvolvingLMMs-Lab__lmms-eval/muchomusic_doc_to_text,construct prompt text,James Jewitt,,Zhimin Zhao,Yes
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/multilingual-llava-bench-in-the-wild/utils.py#L170,EvolvingLMMs-Lab__lmms-eval/llava_detail_aggregation,aggregate details,James Jewitt,,Zhimin Zhao,Yes
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/nocaps/utils.py#L98,EvolvingLMMs-Lab__lmms-eval/nocaps_bleu4,calculate bleu-4 score,James Jewitt,,Zhimin Zhao,Yes
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/ocrbench_v2/spotting_eval/rrc_evaluation_funcs_1_1.py#L354,EvolvingLMMs-Lab__lmms-eval/get_tl_dict_values_from_array,extract point data,James Jewitt,,Zhimin Zhao,Yes
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/ocrbench_v2/TEDS_metric.py#L646,EvolvingLMMs-Lab__lmms-eval/csv2triples_noheader,convert file,James Jewitt,,Zhimin Zhao,Yes
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/openhermes/utils.py#L18,EvolvingLMMs-Lab__lmms-eval/doc_to_audio,extract context,James Jewitt,,Zhimin Zhao,Yes
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/people_speech/utils.py#L29,EvolvingLMMs-Lab__lmms-eval/people_speech_doc_to_audio,extract audio,James Jewitt,,Zhimin Zhao,Yes
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/plm_videobench/rdcap/rdcap_utils.py#L31,EvolvingLMMs-Lab__lmms-eval/plm_rdcap_doc_to_visual,draw bounding boxes,James Jewitt,,Zhimin Zhao,Yes
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/refcoco/utils_rec.py#L48,EvolvingLMMs-Lab__lmms-eval/refcoco_bbox_rec_doc_to_text,generate bounding box description,James Jewitt,,Zhimin Zhao,Yes
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/temporalbench/utils.py#L43,EvolvingLMMs-Lab__lmms-eval/temporalbench_doc_to_text,extract question,James Jewitt,,Zhimin Zhao,Yes
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/vatex/utils.py#L177,EvolvingLMMs-Lab__lmms-eval/vatex_bleu4,calculate bleu-4 score,James Jewitt,,Zhimin Zhao,Yes
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/video_detail_description/utils.py#L82,EvolvingLMMs-Lab__lmms-eval/video_detail_description_doc_to_answer,extract answer,James Jewitt,,Zhimin Zhao,Yes
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/vitatecs/utils.py#L65,EvolvingLMMs-Lab__lmms-eval/vitatecs_doc_to_text,generate question prompt,James Jewitt,,Zhimin Zhao,Yes
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/vizwiz_vqa/utils.py#L15,EvolvingLMMs-Lab__lmms-eval/vizwiz_vqa_doc_to_visual,convert image to rgb,James Jewitt,,Zhimin Zhao,Yes
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/youcook2/utils.py#L24,EvolvingLMMs-Lab__lmms-eval/random_string,generate random string,James Jewitt,,Zhimin Zhao,Yes
cli,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/tools/lite/shrink.py#L31,,execute dataset shrinking,James Jewitt,,Zhimin Zhao,Yes
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/pyhpc_equation_of_state/install.py#L1,,passthrough function,Luis Rivera-Wong,,Zhimin Zhao,Yes
api,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/pytorch_CycleGAN_and_pix2pix/util/visualizer.py#L18,pytorch__benchmark/save_images,save images,Luis Rivera-Wong,,Zhimin Zhao,Yes
api,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/sam/transforms.py#L62,pytorch__benchmark/apply_image_torch,resize image,Luis Rivera-Wong,,Zhimin Zhao,Yes
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/speech_transformer/speech_transformer/utils/utils.py#L24,,add recognition results,Luis Rivera-Wong,,Zhimin Zhao,Yes
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/stable_diffusion_unet/install.py#L18,,load model checkpoint,Luis Rivera-Wong,,Zhimin Zhao,Yes
api,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/tacotron2/audio_processing.py#L66,pytorch__benchmark/griffin_lim,reconstruct signal,Luis Rivera-Wong,,Zhimin Zhao,Yes
api,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/tacotron2/waveglow/tacotron2/audio_processing.py#L66,pytorch__benchmark/griffin_lim,reconstruct signal,Luis Rivera-Wong,,Zhimin Zhao,Yes
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/timm_efficientdet/install.py#L32,,apply library patches,Luis Rivera-Wong,,Zhimin Zhao,Yes
api,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/yolov3/install.py#L8,pytorch__benchmark/setup_data_dir,set up data directory,Luis Rivera-Wong,,Zhimin Zhao,Yes
api,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/yolov3/yolo_utils/utils.py#L712,pytorch__benchmark/print_model_biases,display biases,Luis Rivera-Wong,,Zhimin Zhao,Yes
api,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/util/framework/huggingface/args.py#L29,pytorch__benchmark/apply_args,enable fp16 evaluation,Luis Rivera-Wong,,Zhimin Zhao,Yes
api,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/util/framework/timm/args.py#L26,pytorch__benchmark/setup_args_distributed,initialize distributed settings,Luis Rivera-Wong,,Zhimin Zhao,Yes
api,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/util/framework/timm/instantiate.py#L46,pytorch__benchmark/timm_instantiate_eval,create evaluation model,Luis Rivera-Wong,,Zhimin Zhao,Yes
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/userbenchmark/torchao/install.py#L22,,reinstall torchao,Luis Rivera-Wong,,Zhimin Zhao,Yes
api,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/utils/gitutils.py#L101,pytorch__benchmark/get_current_branch,retrieve branch,Luis Rivera-Wong,,Zhimin Zhao,Yes
api,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/utils/gitutils.py#L111,pytorch__benchmark/get_git_origin,retrieve remote url,Luis Rivera-Wong,,Zhimin Zhao,Yes
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/utils/python_utils.py#L72,,create conda environment,Luis Rivera-Wong,,Zhimin Zhao,Yes
cli,https://github.com/simpler-env/SimplerEnv/blob/4ab7178e83e84ee06894034ec6dbf9e7aad1e882/tools/merge_videos.py#L189,,merge videos,Luis Rivera-Wong,,Zhimin Zhao,Yes
cli,https://github.com/snap-stanford/ogb/blob/61e9784ca76edeaa6e259ba0f836099608ff0586/ogb/linkproppred/dataset.py#L154,,load link prediction dataset,Luis Rivera-Wong,,Zhimin Zhao,Yes
cli,https://github.com/snap-stanford/ogb/blob/61e9784ca76edeaa6e259ba0f836099608ff0586/ogb/lsc/wikikg90m.py#L254,,download dataset,Luis Rivera-Wong,,Zhimin Zhao,Yes
cli,https://github.com/stanford-crfm/helm/blob/68b6aa9a01598aa0d371507c4c7299260eb9c4e6/scripts/cache/fix_together_cache.py#L57,,fix cache,Luis Rivera-Wong,,Zhimin Zhao,Yes
cli,https://github.com/stanford-crfm/helm/blob/68b6aa9a01598aa0d371507c4c7299260eb9c4e6/scripts/fact_completion/filter_triples.py#L107,,filter triples,Luis Rivera-Wong,,Zhimin Zhao,Yes
cli,https://github.com/stanford-crfm/helm/blob/68b6aa9a01598aa0d371507c4c7299260eb9c4e6/scripts/offline_eval/export_requests.py#L138,,export raw requests,Luis Rivera-Wong,,Zhimin Zhao,Yes
api,https://github.com/stanford-crfm/helm/blob/68b6aa9a01598aa0d371507c4c7299260eb9c4e6/src/helm/benchmark/metrics/summac/utils_misc.py#L27,stanford-crfm__helm/wait_free_gpu,check gpu availability,Luis Rivera-Wong,,Zhimin Zhao,Yes
api,https://github.com/stanford-crfm/helm/blob/68b6aa9a01598aa0d371507c4c7299260eb9c4e6/src/helm/benchmark/run_specs/unitxt_run_specs.py#L10,stanford-crfm__helm/get_unitxt_spec,generate run specification,Luis Rivera-Wong,,Zhimin Zhao,Yes
api,https://github.com/stanford-crfm/helm/blob/68b6aa9a01598aa0d371507c4c7299260eb9c4e6/src/helm/benchmark/scenarios/numeracy_scenario.py#L184,stanford-crfm__helm/generate_linear,create linear polynomial,Luis Rivera-Wong,,Zhimin Zhao,Yes
api,https://github.com/stanford-crfm/helm/blob/68b6aa9a01598aa0d371507c4c7299260eb9c4e6/src/helm/clients/audio_language/qwen_omni/modeling_qwen2_5_omni.py#L1168,stanford-crfm__helm/extra_repr,return tensor shape,Luis Rivera-Wong,,Zhimin Zhao,Yes
api,https://github.com/stanford-crfm/helm/blob/68b6aa9a01598aa0d371507c4c7299260eb9c4e6/src/helm/clients/image_generation/dalle_mini/model/text.py#L140,stanford-crfm__helm/add_space_after_commas,insert space after commas,Luis Rivera-Wong,,Zhimin Zhao,Yes
api,https://github.com/stanford-crfm/helm/blob/68b6aa9a01598aa0d371507c4c7299260eb9c4e6/src/helm/clients/image_generation/dalle_mini/vqgan_jax/convert_pt_model_to_jax.py#L91,stanford-crfm__helm/convert_model,load and save model,Luis Rivera-Wong,,Zhimin Zhao,Yes
api,https://github.com/stanford-crfm/helm/blob/68b6aa9a01598aa0d371507c4c7299260eb9c4e6/src/helm/common/cache.py#L87,stanford-crfm__helm/get_all_from_sqlite,retrieve key-value pairs,Luis Rivera-Wong,,Zhimin Zhao,Yes
api,https://github.com/allenai/reward-bench/blob/09eb3b5dd9d2157adc854c693a6a38105a8b3c87/rewardbench/models/beaver.py#L397,allenai__reward-bench/get_decoder,retrieve model,Md Ahasanuzzaman,,Zhimin Zhao,Yes
api,https://github.com/allenai/reward-bench/blob/09eb3b5dd9d2157adc854c693a6a38105a8b3c87/rewardbench/models/starling.py#L107,allenai__reward-bench/get_device,retrieve device,Md Ahasanuzzaman,,Zhimin Zhao,Yes
cli,https://github.com/amazon-science/RAGChecker/blob/6091f08c00e676e87a970f2aeb4a23a484746348/rag_baselines/chunking.py#L28,,split text,Md Ahasanuzzaman,,Zhimin Zhao,Yes
api,https://github.com/AmenRa/ranx/blob/f60b1ac230ab97bd3c6ad2c210f79882293b306d/ranx/data_structures/run.py#L191,AmenRa__ranx/save,save qrels data,Md Ahasanuzzaman,,Zhimin Zhao,Yes
api,https://github.com/AmenRa/ranx/blob/f60b1ac230ab97bd3c6ad2c210f79882293b306d/ranx/metrics/get_non_rel_lists.py#L50,AmenRa__ranx/get_non_rel_lists,identify non-rel,Md Ahasanuzzaman,,Zhimin Zhao,Yes
api,https://github.com/AmenRa/ranx/blob/f60b1ac230ab97bd3c6ad2c210f79882293b306d/ranx/metrics/get_unjudged_lists.py#L46,AmenRa__ranx/get_unjudged_lists,calculate unjudged list,Md Ahasanuzzaman,,Zhimin Zhao,Yes
api,https://github.com/beir-cellar/beir/blob/6ef8c9097ebfb203ad360bd64e0cfb93e64f4a44/beir/generation/models/auto_model.py#L67,beir-cellar__beir/start_multi_process_pool,start multi-process pool,Md Ahasanuzzaman,,Zhimin Zhao,Yes
api,https://github.com/beir-cellar/beir/blob/6ef8c9097ebfb203ad360bd64e0cfb93e64f4a44/beir/retrieval/evaluation.py#L26,beir-cellar__beir/retrieve,perform search,Md Ahasanuzzaman,,Zhimin Zhao,Yes
api,https://github.com/beir-cellar/beir/blob/6ef8c9097ebfb203ad360bd64e0cfb93e64f4a44/beir/retrieval/search/dense/faiss_search.py#L548,beir-cellar__beir/get_index_name,get index name,Md Ahasanuzzaman,,Zhimin Zhao,Yes
api,https://github.com/beir-cellar/beir/blob/6ef8c9097ebfb203ad360bd64e0cfb93e64f4a44/beir/retrieval/train.py#L30,beir-cellar__beir/load_train,generate training samples,Md Ahasanuzzaman,,Zhimin Zhao,Yes
api,https://github.com/beir-cellar/beir/blob/6ef8c9097ebfb203ad360bd64e0cfb93e64f4a44/beir/retrieval/train.py#L66,beir-cellar__beir/prepare_train,create training data,Md Ahasanuzzaman,,Zhimin Zhao,Yes
cli,https://github.com/bigcode-project/bigcode-evaluation-harness/blob/6116c6a9a5672c69bd624373cfbc8938b7acc249/bigcode_eval/tasks/custom_metrics/multiple_metrics/eval_ruby.py#L44,,compile and run ruby,Md Ahasanuzzaman,,Zhimin Zhao,Yes
cli,https://github.com/bigcode-project/bigcode-evaluation-harness/blob/6116c6a9a5672c69bd624373cfbc8938b7acc249/bigcode_eval/tasks/humanevalpack_openai.py#L190,,generate code completions,Md Ahasanuzzaman,,Zhimin Zhao,Yes
cli,https://github.com/bigcode-project/bigcode-evaluation-harness/blob/6116c6a9a5672c69bd624373cfbc8938b7acc249/finetuning/APPS/apps_train.py#L106,,train language model,Md Ahasanuzzaman,,Zhimin Zhao,Yes
api,https://github.com/Cloud-CV/evalai-cli/blob/6426f26a9add307841665215e795d4dca86ee362/evalai/challenges.py#L116,Cloud-CV__evalai-cli/future,list upcoming challenges,Md Ahasanuzzaman,,Zhimin Zhao,Yes
api,https://github.com/Cloud-CV/evalai-cli/blob/6426f26a9add307841665215e795d4dca86ee362/evalai/utils/common.py#L31,Cloud-CV__evalai-cli/convert,parse date,Md Ahasanuzzaman,,Zhimin Zhao,Yes
api,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/apps/web/views.py#L32,Cloud-CV__EvalAI/page_not_found,render 404 error page,Md Ahasanuzzaman,,Zhimin Zhao,Yes
cli,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/scripts/monitoring/auto_scale_ec2_workers.py#L142,,manage ec2 instances,Md Ahasanuzzaman,,Zhimin Zhao,Yes
api,https://github.com/comet-ml/opik/blob/72628f77bade9dfb508cc22ce71362bb0e6ed132/sdks/opik_optimizer/benchmarks/benchmark_monitor.py#L88,comet-ml__opik/save_progress,save optimization data,Md Ahasanuzzaman,,Zhimin Zhao,Yes
api,https://github.com/comet-ml/opik/blob/72628f77bade9dfb508cc22ce71362bb0e6ed132/sdks/opik_optimizer/benchmarks/run_benchmark.py#L1959,comet-ml__opik/print_summary,display results,Md Ahasanuzzaman,,Zhimin Zhao,Yes
api,https://github.com/comet-ml/opik/blob/72628f77bade9dfb508cc22ce71362bb0e6ed132/sdks/opik_optimizer/src/opik_optimizer/optimization_config/mappers.py#L39,comet-ml__opik/from_agent_output,map output value,Md Ahasanuzzaman,,Zhimin Zhao,Yes
api,https://github.com/confident-ai/deepeval/blob/f296dc03b76b5fb5cc124d2dbb10367af0a5777d/deepeval/tracing/otel/exporter.py#L24,confident-ai__deepeval/export,export spans,Md Ahasanuzzaman,,Zhimin Zhao,Yes
api,https://github.com/EleutherAI/lm-evaluation-harness/blob/9f152e0b89e777a17a21e9207da2ae4c1ea8beec/lm_eval/decontamination/archiver.py#L134,EleutherAI__lm-evaluation-harness/read_and_tell,read and yield lines,Md Ahasanuzzaman,,Zhimin Zhao,Yes
api,https://github.com/erikbern/ann-benchmarks/blob/36681911472059cd4cb9fcac1686709201a2cbc0/ann_benchmarks/algorithms/opensearchknn/module.py#L120,erikbern__ann-benchmarks/freeIndex,delete index,Md Ahasanuzzaman,,Zhimin Zhao,Yes
cli,https://github.com/evalplus/evalplus/blob/d362e933265c3e7e3df8101c930a89c3c470cd9f/tools/evalperf/hf_upload.py#L62,,process evalplus dataset,Md Ahasanuzzaman,,Zhimin Zhao,Yes
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/api/registry.py#L47,EvolvingLMMs-Lab__lmms-eval/register_task,register task,Md Ahasanuzzaman,,Zhimin Zhao,Yes
api,https://github.com/facebookresearch/DomainBed/blob/b93c22a1cfc3b2428398272c1a116c8de1f4139e/domainbed/algorithms.py#L324,facebookresearch__DomainBed/get_accuracy,calculate accuracy,Md Ahasanuzzaman,,Zhimin Zhao,Yes
api,https://github.com/Farama-Foundation/Metaworld/blob/cdafedfaaa896472fb7e76e2fe103e120b67a9b6/metaworld/policies/sawyer_assembly_v3_policy.py#L24,Farama-Foundation__Metaworld/get_action,generate action,Md Ahasanuzzaman,,Zhimin Zhao,Yes
api,https://github.com/Giskard-AI/giskard/blob/6808a562cc1c565e6cf88aeb1fd1f77d28fe76ba/giskard/client/python_utils.py#L17,Giskard-AI__giskard/get_python_requirements,retrieve python requirements,Md Ahasanuzzaman,,Zhimin Zhao,Yes
cli,https://github.com/google-deepmind/meltingpot/blob/f280a35a4ffe5a7613b5c4a062a66fd18c64876c/meltingpot/human_players/play_allelopathic_harvest.py#L77,,run human player,Md Ahasanuzzaman,,Zhimin Zhao,Yes
cli,https://github.com/comet-ml/opik/blob/72628f77bade9dfb508cc22ce71362bb0e6ed132/sdks/opik_optimizer/benchmarks/run_benchmark.py#L2519,,run benchmark,Mohammed Mehedi Hasan,,Zhimin Zhao,Yes
api,https://github.com/comet-ml/opik/blob/72628f77bade9dfb508cc22ce71362bb0e6ed132/sdks/python/src/opik/decorator/inspect_helpers.py#L29,comet-ml__opik/is_generator,check generator,Mohammed Mehedi Hasan,,Zhimin Zhao,Yes
api,https://github.com/confident-ai/deepeval/blob/f296dc03b76b5fb5cc124d2dbb10367af0a5777d/deepeval/telemetry.py#L322,confident-ai__deepeval/capture_red_teamer_run,log red teamer event,Mohammed Mehedi Hasan,,Zhimin Zhao,Yes
api,https://github.com/confident-ai/deepeval/blob/f296dc03b76b5fb5cc124d2dbb10367af0a5777d/deepeval/utils.py#L24,confident-ai__deepeval/get_lcs,find longest common subsequence,Mohammed Mehedi Hasan,,Zhimin Zhao,Yes
